# Temperatur, Messreihe #1
# Zeit (s); Temperatur (°C)
0,0000	22,9
0,2000	22,9
0,4000	22,9
0,6000	22,9
0,8000	22,9
1,0000	22,9
1,2000	22,9
1,4000	22,9
1,6000	22,9
1,8000	22,9
2,0000	22,9
2,2000	22,9
2,4000	22,9
2,6000	22,9
2,8000	22,9
3,0000	22,9
3,2000	22,9
3,4000	22,9
3,6000	22,8
3,8000	22,8
4,0000	22,8
4,2000	22,8
4,4000	22,8
4,6000	22,8
4,8000	22,8
5,0000	22,8
5,2000	22,8
5,4000	22,8
5,6000	22,8
5,8000	22,7
6,0000	22,7
6,2000	22,7
6,4000	22,7
6,6000	22,7
6,8000	22,7
7,0000	22,7
7,2000	22,6
7,4000	22,6
7,6000	22,6
7,8000	22,6
8,0000	22,6
8,2000	22,5
8,4000	22,5
8,6000	22,5
8,8000	22,5
9,0000	22,5
9,2000	22,4
9,4000	22,4
9,6000	22,4
9,8000	22,4
10,0000	22,3
10,2000	22,3
10,4000	22,3
10,6000	22,3
10,8000	22,2
11,0000	22,2
11,2000	22,2
11,4000	22,2
11,6000	22,1
11,8000	22,1
12,0000	22,1
12,2000	22,0
12,4000	22,0
12,6000	22,0
12,8000	21,9
13,0000	21,9
13,2000	21,9
13,4000	21,9
13,6000	21,8
13,8000	21,8
14,0000	21,8
14,2000	21,7
14,4000	21,7
14,6000	21,7
14,8000	21,6
15,0000	21,6
15,2000	21,6
15,4000	21,5
15,6000	21,5
15,8000	21,5
16,0000	21,4
16,2000	21,4
16,4000	21,4
16,6000	21,3
16,8000	21,3
17,0000	21,3
17,2000	21,2
17,4000	21,2
17,6000	21,1
17,8000	21,1
18,0000	21,1
18,2000	21,0
18,4000	21,0
18,6000	21,0
18,8000	20,9
19,0000	20,9
19,2000	20,9
19,4000	20,8
19,6000	20,8
19,8000	20,8
20,0000	20,7
20,2000	20,7
20,4000	20,6
20,6000	20,6
20,8000	20,6
21,0000	20,5
21,2000	20,5
21,4000	20,5
21,6000	20,4
21,8000	20,4
22,0000	20,4
22,2000	20,3
22,4000	20,3
22,6000	20,3
22,8000	20,2
23,0000	20,2
23,2000	20,2
23,4000	20,1
23,6000	20,1
23,8000	20,0
24,0000	20,0
24,2000	20,0
24,4000	19,9
24,6000	19,9
24,8000	19,9
25,0000	19,8
25,2000	19,8
25,4000	19,8
25,6000	19,7
25,8000	19,7
26,0000	19,7
26,2000	19,6
26,4000	19,6
26,6000	19,6
26,8000	19,5
27,0000	19,5
27,2000	19,4
27,4000	19,4
27,6000	19,4
27,8000	19,3
28,0000	19,3
28,2000	19,3
28,4000	19,2
28,6000	19,2
28,8000	19,2
29,0000	19,1
29,2000	19,1
29,4000	19,1
29,6000	19,0
29,8000	19,0
30,0000	19,0
30,2000	18,9
30,4000	18,9
30,6000	18,8
30,8000	18,8
31,0000	18,8
31,2000	18,7
31,4000	18,7
31,6000	18,7
31,8000	18,6
32,0000	18,6
32,2000	18,6
32,4000	18,5
32,6000	18,5
32,8000	18,5
33,0000	18,4
33,2000	18,4
33,4000	18,4
33,6000	18,3
33,8000	18,3
34,0000	18,2
34,2000	18,2
34,4000	18,2
