#Winkelposition, Messreihe #2
#Zeit ( s )	Winkelposition ( rad )
0,0000	0,415
0,0010	0,369
0,0020	0,317
0,0030	0,267
0,0040	0,220
0,0050	0,173
0,0060	0,127
0,0070	0,083
0,0080	0,042
0,0090	0,002
0,0100	-0,036
0,0110	-0,072
0,0120	-0,107
0,0130	-0,140
0,0140	-0,168
0,0150	-0,195
0,0160	-0,220
0,0170	-0,242
0,0180	-0,261
0,0190	-0,276
0,0200	-0,291
0,0210	-0,302
0,0220	-0,309
0,0230	-0,314
0,0240	-0,316
0,0250	-0,314
0,0260	-0,311
0,0270	-0,306
0,0280	-0,298
0,0290	-0,289
0,0300	-0,275
0,0310	-0,259
0,0320	-0,239
0,0330	-0,217
0,0340	-0,190
0,0350	-0,163
0,0360	-0,134
0,0370	-0,101
0,0380	-0,066
0,0390	-0,030
0,0400	0,009
0,0410	0,050
0,0420	0,094
0,0430	0,141
0,0440	0,187
0,0450	0,236
0,0460	0,286
0,0470	0,336
0,0480	0,388
0,0490	0,441
0,0500	0,495
0,0510	0,548
0,0520	0,603
0,0530	0,660
0,0540	0,715
0,0550	0,771
0,0560	0,826
0,0570	0,881
0,0580	0,935
0,0590	0,988
0,0600	1,041
0,0610	1,093
0,0620	1,144
0,0630	1,194
0,0640	1,243
0,0650	1,288
0,0660	1,334
0,0670	1,378
0,0680	1,418
0,0690	1,456
0,0700	1,492
0,0710	1,527
0,0720	1,557
0,0730	1,585
0,0740	1,610
0,0750	1,634
0,0760	1,654
0,0770	1,671
0,0780	1,687
0,0790	1,698
0,0800	1,707
0,0810	1,714
0,0820	1,718
0,0830	1,718
0,0840	1,718
0,0850	1,714
0,0860	1,706
0,0870	1,696
0,0880	1,682
0,0890	1,665
0,0900	1,643
0,0910	1,621
0,0920	1,594
0,0930	1,566
0,0940	1,536
0,0950	1,503
0,0960	1,469
0,0970	1,431
0,0980	1,390
0,0990	1,349
0,1000	1,304
0,1010	1,260
0,1020	1,213
0,1030	1,164
0,1040	1,112
0,1050	1,062
0,1060	1,008
0,1070	0,955
0,1080	0,900
0,1090	0,844
0,1100	0,789
0,1110	0,734
0,1120	0,677
0,1130	0,622
0,1140	0,567
0,1150	0,512
0,1160	0,457
0,1170	0,404
0,1180	0,352
0,1190	0,300
0,1200	0,251
0,1210	0,203
0,1220	0,156
0,1230	0,112
0,1240	0,069
0,1250	0,028
0,1260	-0,011
0,1270	-0,049
0,1280	-0,086
0,1290	-0,119
0,1300	-0,149
0,1310	-0,178
0,1320	-0,203
0,1330	-0,226
0,1340	-0,248
0,1350	-0,267
0,1360	-0,283
0,1370	-0,295
0,1380	-0,305
0,1390	-0,311
0,1400	-0,314
0,1410	-0,316
0,1420	-0,314
0,1430	-0,311
0,1440	-0,305
0,1450	-0,297
0,1460	-0,284
0,1470	-0,269
0,1480	-0,251
0,1490	-0,231
0,1500	-0,207
0,1510	-0,182
0,1520	-0,154
0,1530	-0,123
0,1540	-0,090
0,1550	-0,053
0,1560	-0,016
0,1570	0,024
0,1580	0,066
0,1590	0,110
0,1600	0,157
0,1610	0,204
0,1620	0,251
0,1630	0,302
0,1640	0,353
0,1650	0,407
0,1660	0,460
0,1670	0,514
0,1680	0,567
0,1690	0,622
0,1700	0,679
0,1710	0,734
0,1720	0,790
0,1730	0,845
0,1740	0,900
0,1750	0,953
0,1760	1,005
0,1770	1,059
0,1780	1,111
0,1790	1,161
0,1800	1,211
0,1810	1,258
0,1820	1,305
0,1830	1,349
0,1840	1,392
0,1850	1,433
0,1860	1,470
0,1870	1,505
0,1880	1,536
0,1890	1,566
0,1900	1,594
0,1910	1,619
0,1920	1,641
0,1930	1,660
0,1940	1,678
0,1950	1,692
0,1960	1,703
0,1970	1,711
0,1980	1,717
0,1990	1,718
0,2000	1,718
0,2010	1,717
0,2020	1,711
0,2030	1,703
0,2040	1,692
0,2050	1,676
0,2060	1,659
0,2070	1,637
0,2080	1,612
0,2090	1,585
0,2100	1,557
0,2110	1,525
0,2120	1,491
0,2130	1,456
0,2140	1,417
0,2150	1,376
0,2160	1,334
0,2170	1,290
0,2180	1,244
0,2190	1,195
0,2200	1,147
0,2210	1,095
0,2220	1,043
0,2230	0,990
0,2240	0,936
0,2250	0,881
0,2260	0,825
0,2270	0,770
0,2280	0,715
0,2290	0,658
0,2300	0,603
0,2310	0,548
0,2320	0,493
0,2330	0,440
0,2340	0,386
0,2350	0,333
0,2360	0,283
0,2370	0,234
0,2380	0,187
0,2390	0,141
0,2400	0,097
0,2410	0,055
0,2420	0,014
0,2430	-0,024
0,2440	-0,061
0,2450	-0,096
0,2460	-0,129
0,2470	-0,159
0,2480	-0,187
0,2490	-0,212
0,2500	-0,236
0,2510	-0,254
0,2520	-0,272
0,2530	-0,286
0,2540	-0,298
0,2550	-0,306
0,2560	-0,313
0,2570	-0,316
0,2580	-0,316
0,2590	-0,313
0,2600	-0,309
0,2610	-0,302
0,2620	-0,292
0,2630	-0,280
0,2640	-0,264
0,2650	-0,245
0,2660	-0,223
0,2670	-0,199
0,2680	-0,171
0,2690	-0,143
0,2700	-0,112
0,2710	-0,077
0,2720	-0,041
0,2730	-0,003
0,2740	0,038
0,2750	0,080
0,2760	0,126
0,2770	0,173
0,2780	0,220
0,2790	0,269
0,2800	0,320
0,2810	0,371
0,2820	0,424
0,2830	0,478
0,2840	0,531
0,2850	0,586
0,2860	0,641
0,2870	0,697
0,2880	0,752
0,2890	0,809
0,2900	0,864
0,2910	0,917
0,2920	0,971
0,2930	1,024
0,2940	1,076
0,2950	1,128
0,2960	1,178
0,2970	1,227
0,2980	1,274
0,2990	1,319
0,3000	1,367
0,3010	1,406
0,3020	1,445
0,3030	1,483
0,3040	1,516
0,3050	1,547
0,3060	1,577
0,3070	1,602
0,3080	1,626
0,3090	1,648
0,3100	1,667
0,3110	1,682
0,3120	1,695
0,3130	1,706
0,3140	1,712
0,3150	1,717
0,3160	1,720
0,3170	1,718
0,3180	1,715
0,3190	1,709
0,3200	1,700
0,3210	1,687
0,3220	1,670
0,3230	1,651
0,3240	1,627
0,3250	1,602
0,3260	1,576
0,3270	1,546
0,3280	1,514
0,3290	1,480
0,3300	1,444
0,3310	1,404
0,3320	1,362
0,3330	1,318
0,3340	1,272
0,3350	1,227
0,3360	1,180
0,3370	1,129
0,3380	1,079
0,3390	1,026
0,3400	0,972
0,3410	0,917
0,3420	0,862
0,3430	0,806
0,3440	0,751
0,3450	0,696
0,3460	0,639
0,3470	0,584
0,3480	0,531
0,3490	0,476
0,3500	0,421
0,3510	0,369
0,3520	0,317
0,3530	0,267
0,3540	0,218
0,3550	0,173
0,3560	0,127
0,3570	0,083
0,3580	0,042
0,3590	0,002
0,3600	-0,036
0,3610	-0,074
0,3620	-0,108
0,3630	-0,140
0,3640	-0,168
0,3650	-0,195
0,3660	-0,220
0,3670	-0,242
0,3680	-0,261
0,3690	-0,278
0,3700	-0,291
0,3710	-0,302
0,3720	-0,309
0,3730	-0,314
0,3740	-0,316
0,3750	-0,314
0,3760	-0,313
0,3770	-0,308
0,3780	-0,300
0,3790	-0,289
0,3800	-0,275
0,3810	-0,258
0,3820	-0,239
0,3830	-0,217
0,3840	-0,192
0,3850	-0,163
0,3860	-0,132
0,3870	-0,101
0,3880	-0,066
0,3890	-0,028
0,3900	0,011
0,3910	0,052
0,3920	0,094
0,3930	0,140
0,3940	0,187
0,3950	0,236
0,3960	0,286
0,3970	0,336
0,3980	0,388
0,3990	0,441
0,4000	0,498
0,4010	0,550
0,4020	0,605
0,4030	0,660
0,4040	0,716
0,4050	0,771
